customer_id,invoice_date,Recency,Frequency,AOV,LVT,Predicted_LTV
C154436,2023-01-08,59,1,900.24,900.24,900.2399999999983
C154493,2023-01-10,57,1,900.24,900.24,900.2399999999983
C154528,2023-01-30,37,1,1500.4,1500.4,1500.4000000000053
C154557,2023-01-27,40,1,1200.34,1200.34,1200.3399999999967
C154570,2023-02-03,33,1,1500.4,1500.4,1500.4000000000053
C154587,2023-02-24,12,1,1200.34,1200.34,1200.3399999999967
C154650,2023-02-02,34,1,46.92,46.92,46.92000000000005
C154654,2023-01-30,37,1,1200.32,1200.32,1200.3200000000056
C154686,2023-02-24,12,1,10.46,10.46,10.46000000000003
C154696,2023-03-02,6,1,81.32,81.32,81.31999999999984
C154721,2023-01-28,39,1,71.68,71.68,71.68000000000012
C154754,2023-02-26,10,1,900.24,900.24,900.2399999999985
C154798,2023-02-25,11,1,40.66,40.66,40.65999999999989
C154911,2023-01-26,41,1,600.16,600.16,600.160000000002
C154920,2023-01-20,47,1,300.08,300.08,300.0800000000013
C154925,2023-02-11,25,1,71.68,71.68,71.68000000000012
C154968,2023-03-07,1,1,121.98,121.98,121.97999999999962
C154975,2023-01-05,62,1,10.46,10.46,10.46000000000003
C155019,2023-01-08,59,1,900.24,900.24,900.2399999999983
C155047,2023-01-27,40,1,900.24,900.24,900.2399999999983
C155051,2023-01-27,40,1,600.16,600.16,600.160000000002
C155121,2023-01-20,47,1,23.46,23.46,23.460000000000033
C155192,2023-03-06,2,1,600.16,600.16,600.1600000000018
C155210,2023-01-09,58,1,1050.0,1050.0,1050.0
C155222,2023-01-18,49,1,5.23,5.23,5.230000000000015
C155254,2023-02-17,19,1,300.08,300.08,300.0800000000013
C155279,2023-01-31,36,1,300.08,300.08,300.0800000000013
C155280,2023-02-13,23,1,107.52,107.52,107.52000000000031
C155426,2023-02-18,18,1,3150.0,3150.0,3150.0
C155489,2023-02-16,20,1,71.68,71.68,71.68000000000012
C155497,2023-03-06,2,1,1500.4,1500.4,1500.4000000000024
C155560,2023-02-09,27,1,23.46,23.46,23.460000000000033
C155580,2023-01-02,65,1,2100.0,2100.0,2100.0
C155640,2023-02-15,21,1,1500.4,1500.4,1500.4000000000049
C155735,2023-02-14,22,1,35.19,35.19,35.19000000000005
C155804,2023-01-28,39,1,900.24,900.24,900.2399999999983
C155833,2023-02-14,22,1,3150.0,3150.0,3150.0
C155897,2023-02-13,23,1,600.17,600.17,600.1699999999985
C155994,2023-01-23,44,1,1200.32,1200.32,1200.3200000000056
C155995,2023-01-06,61,1,1500.4,1500.4,1500.4000000000053
C156078,2023-01-02,65,1,15.69,15.69,15.69000000000005
C156079,2023-02-11,25,1,11.73,11.73,11.730000000000016
C156084,2023-02-15,21,1,81.32,81.32,81.3199999999998
C156133,2023-02-15,21,1,600.16,600.16,600.160000000002
C156146,2023-01-13,54,1,15.69,15.69,15.69000000000005
C156183,2023-01-10,57,1,5.23,5.23,5.230000000000015
C156192,2023-01-23,44,1,121.98,121.98,121.9799999999996
C156202,2023-01-30,37,1,179.2,179.2,179.2000000000004
C156290,2023-01-29,38,1,40.66,40.66,40.65999999999988
C156334,2023-01-18,49,1,20.92,20.92,20.92000000000006
C156347,2023-02-25,11,1,1200.34,1200.34,1200.3399999999967
C156367,2023-02-10,26,1,1500.4,1500.4,1500.4000000000053
C156379,2023-01-07,60,1,4200.0,4200.0,4200.0
C156409,2023-01-05,62,1,1200.32,1200.32,1200.3200000000056
C156504,2023-01-31,36,1,11.73,11.73,11.730000000000016
C156519,2023-03-03,5,1,1200.32,1200.32,1200.3200000000056
C156604,2023-01-01,66,1,203.3,203.3,203.29999999999976
C156621,2023-01-11,56,1,1200.34,1200.34,1200.3399999999967
C156642,2023-01-31,36,1,45.45,45.45,45.44999999999992
C156666,2023-01-08,59,1,300.08,300.08,300.0800000000013
C156710,2023-02-03,33,1,162.64,162.64,162.63999999999956
C156711,2023-01-12,55,1,1050.0,1050.0,1050.0
C156715,2023-01-18,49,1,5.23,5.23,5.230000000000015
C156719,2023-02-24,12,1,143.36,143.36,143.36000000000024
C156745,2023-02-01,35,1,35.84,35.84,35.84000000000007
C156779,2023-03-07,1,1,300.08,300.08,300.0800000000009
C156861,2023-02-09,27,1,40.66,40.66,40.65999999999988
C156878,2023-01-05,62,1,1200.32,1200.32,1200.3200000000056
C156966,2023-01-04,63,1,203.3,203.3,203.29999999999976
C156989,2023-01-07,60,1,600.17,600.17,600.1699999999985
C157010,2023-02-15,21,1,15.69,15.69,15.69000000000005
C157135,2023-02-03,33,1,143.36,143.36,143.36000000000024
C157230,2023-02-15,21,1,1500.4,1500.4,1500.4000000000049
C157231,2023-03-04,4,1,162.64,162.64,162.63999999999965
C157237,2023-02-20,16,1,23.46,23.46,23.460000000000033
C157294,2023-02-18,18,1,15.69,15.69,15.69000000000005
C157362,2023-01-12,55,1,1200.32,1200.32,1200.3200000000056
C157424,2023-02-02,34,1,143.36,143.36,143.36000000000024
C157473,2023-01-20,47,1,20.92,20.92,20.92000000000006
C157532,2023-02-21,15,1,1800.51,1800.51,1800.5100000000011
C157551,2023-03-04,4,1,71.68,71.68,71.68000000000012
C157582,2023-03-06,2,1,1500.4,1500.4,1500.4000000000024
C157616,2023-02-27,9,1,300.08,300.08,300.0800000000013
C157640,2023-02-05,31,1,75.75,75.75,75.75
C157713,2023-01-03,64,1,1200.32,1200.32,1200.3200000000056
C157730,2023-02-06,30,1,300.08,300.08,300.0800000000013
C157733,2023-01-06,61,1,10.46,10.46,10.46000000000003
C157749,2023-02-09,27,1,75.75,75.75,75.75
C157754,2023-01-17,50,1,2400.68,2400.68,2400.6799999999944
C157760,2023-01-12,55,1,143.36,143.36,143.36000000000024
C157782,2023-01-02,65,1,45.45,45.45,45.44999999999992
C157849,2023-02-26,10,1,35.84,35.84,35.84000000000007
C157863,2023-02-13,23,1,143.36,143.36,143.36000000000024
C157932,2023-01-23,44,1,30.3,30.3,30.300000000000036
C157943,2023-02-02,34,1,162.64,162.64,162.63999999999956
C157975,2023-02-21,15,1,143.36,143.36,143.36000000000024
C157996,2023-01-14,53,1,5250.0,5250.0,5250.0
C157997,2023-02-15,21,1,300.08,300.08,300.0800000000013
C158008,2023-01-24,43,1,600.16,600.16,600.160000000002
C158019,2023-01-13,54,1,179.2,179.2,179.2000000000004
C158021,2023-01-24,43,1,60.6,60.6,60.60000000000007
C158072,2023-01-13,54,1,26.15,26.15,26.15000000000005
C158097,2023-01-10,57,1,300.08,300.08,300.0800000000013
C158135,2023-02-24,12,1,600.16,600.16,600.160000000002
C158205,2023-01-14,53,1,1500.4,1500.4,1500.4000000000053
C158215,2023-02-09,27,1,1200.32,1200.32,1200.3200000000056
C158282,2023-01-15,52,1,300.08,300.08,300.0800000000013
C158311,2023-01-27,40,1,121.98,121.98,121.9799999999996
C158475,2023-02-26,10,1,121.98,121.98,121.9799999999996
C158534,2023-01-06,61,1,600.16,600.16,600.160000000002
C158602,2023-01-04,63,1,1500.4,1500.4,1500.4000000000053
C158609,2023-01-31,36,1,71.68,71.68,71.68000000000012
C158654,2023-03-07,1,1,143.36,143.36,143.36000000000024
C158783,2023-01-31,36,1,23.46,23.46,23.460000000000033
C158791,2023-02-03,33,1,35.84,35.84,35.84000000000007
C158800,2023-02-16,20,1,121.98,121.98,121.9799999999996
C158817,2023-02-18,18,1,35.84,35.84,35.84000000000007
C158827,2023-01-19,48,1,2400.68,2400.68,2400.6799999999944
C158844,2023-03-03,5,1,1500.4,1500.4,1500.4000000000033
C158853,2023-02-19,17,1,40.66,40.66,40.65999999999989
C158892,2023-01-27,40,1,75.75,75.75,75.75
C158913,2023-02-11,25,1,71.68,71.68,71.68000000000012
C158933,2023-01-23,44,1,1500.4,1500.4,1500.4000000000053
C158968,2023-03-05,3,1,162.64,162.64,162.63999999999965
C158981,2023-02-04,32,1,1200.32,1200.32,1200.3200000000056
C158982,2023-01-03,64,1,300.08,300.08,300.0800000000013
C159003,2023-01-10,57,1,143.36,143.36,143.36000000000024
C159005,2023-01-04,63,1,179.2,179.2,179.2000000000004
C159098,2023-01-26,41,1,600.16,600.16,600.160000000002
C159217,2023-01-19,48,1,900.24,900.24,900.2399999999983
C159219,2023-01-28,39,1,300.08,300.08,300.0800000000013
C159237,2023-01-17,50,1,900.24,900.24,900.2399999999983
C159252,2023-02-02,34,1,15.69,15.69,15.69000000000005
C159277,2023-02-27,9,1,81.32,81.32,81.31999999999982
C159366,2023-02-10,26,1,1500.4,1500.4,1500.4000000000053
C159423,2023-02-22,14,1,600.16,600.16,600.160000000002
C159441,2023-02-26,10,1,5.23,5.23,5.230000000000015
C159446,2023-02-18,18,1,900.24,900.24,900.2399999999984
C159447,2023-01-22,45,1,81.32,81.32,81.31999999999978
C159448,2023-01-17,50,1,1200.32,1200.32,1200.3200000000056
C159465,2023-01-08,59,1,107.52,107.52,107.52000000000031
C159542,2023-01-04,63,1,71.68,71.68,71.68000000000012
C159547,2023-02-08,28,1,1200.32,1200.32,1200.3200000000056
C159693,2023-02-20,16,1,3000.85,3000.85,3000.85
C159698,2023-02-19,17,1,179.2,179.2,179.2000000000004
C159715,2023-02-26,10,1,71.68,71.68,71.68000000000012
C159762,2023-02-19,17,1,60.6,60.6,60.60000000000007
C159778,2023-02-03,33,1,179.2,179.2,179.2000000000004
C159818,2023-01-03,64,1,5.23,5.23,5.230000000000015
C159863,2023-01-06,61,1,1200.32,1200.32,1200.3200000000056
C159890,2023-02-16,20,1,900.24,900.24,900.2399999999984
C159892,2023-03-07,1,1,300.08,300.08,300.0800000000009
C159981,2023-02-26,10,1,81.32,81.32,81.31999999999982
C160056,2023-01-10,57,1,1500.4,1500.4,1500.4000000000053
C160063,2023-01-07,60,1,600.16,600.16,600.160000000002
C160167,2023-01-01,66,1,23.46,23.46,23.460000000000033
C160169,2023-03-02,6,1,203.3,203.3,203.29999999999976
C160191,2023-01-04,63,1,900.24,900.24,900.2399999999983
C160252,2023-01-14,53,1,1200.32,1200.32,1200.3200000000056
C160300,2023-03-04,4,1,1200.32,1200.32,1200.3200000000056
C160308,2023-01-13,54,1,300.08,300.08,300.0800000000013
C160316,2023-01-05,62,1,2400.68,2400.68,2400.6799999999944
C160487,2023-01-21,46,1,15.69,15.69,15.69000000000005
C160494,2023-01-01,66,1,81.32,81.32,81.31999999999978
C160501,2023-02-11,25,1,81.32,81.32,81.3199999999998
C160520,2023-01-22,45,1,1200.34,1200.34,1200.3399999999967
C160554,2023-01-30,37,1,1200.32,1200.32,1200.3200000000056
C160600,2023-01-08,59,1,26.15,26.15,26.15000000000005
C160694,2023-02-21,15,1,600.16,600.16,600.160000000002
C160705,2023-01-12,55,1,300.08,300.08,300.0800000000013
C160758,2023-01-03,64,1,26.15,26.15,26.15000000000005
C160760,2023-01-03,64,1,3150.0,3150.0,3150.0
C160811,2023-02-28,8,1,5.23,5.23,5.230000000000015
C160839,2023-01-21,46,1,600.16,600.16,600.160000000002
C160880,2023-02-21,15,1,1800.51,1800.51,1800.5100000000011
C160906,2023-03-05,3,1,2400.68,2400.68,2400.679999999995
C161021,2023-02-18,18,1,1500.4,1500.4,1500.4000000000049
C161037,2023-01-13,54,1,35.84,35.84,35.84000000000007
C161187,2023-01-02,65,1,600.16,600.16,600.160000000002
C161285,2023-01-11,56,1,300.08,300.08,300.0800000000013
C161297,2023-03-04,4,1,26.15,26.15,26.15000000000005
C161312,2023-01-20,47,1,40.66,40.66,40.65999999999988
C161331,2023-01-15,52,1,15.69,15.69,15.69000000000005
C161339,2023-02-05,31,1,1800.51,1800.51,1800.5100000000011
C161413,2023-01-23,44,1,121.98,121.98,121.9799999999996
C161426,2023-02-01,35,1,35.84,35.84,35.84000000000007
C161497,2023-02-01,35,1,300.08,300.08,300.0800000000013
C161589,2023-01-14,53,1,300.08,300.08,300.0800000000013
C161592,2023-02-06,30,1,5250.0,5250.0,5250.0
C161595,2023-02-15,21,1,1200.32,1200.32,1200.3200000000056
C161624,2023-02-02,34,1,26.15,26.15,26.15000000000005
C161650,2023-01-18,49,1,1050.0,1050.0,1050.0
C161675,2023-01-19,48,1,162.64,162.64,162.63999999999956
C161802,2023-01-22,45,1,300.08,300.08,300.0800000000013
C161860,2023-01-07,60,1,179.2,179.2,179.2000000000004
C161951,2023-02-12,24,1,35.19,35.19,35.19000000000005
C161988,2023-02-03,33,1,600.16,600.16,600.160000000002
C162006,2023-01-17,50,1,900.24,900.24,900.2399999999983
C162014,2023-01-09,58,1,1200.34,1200.34,1200.3399999999967
C162040,2023-02-20,16,1,107.52,107.52,107.52000000000031
C162054,2023-02-26,10,1,600.16,600.16,600.160000000002
C162064,2023-01-06,61,1,23.46,23.46,23.460000000000033
C162077,2023-01-31,36,1,35.84,35.84,35.84000000000007
C162084,2023-01-18,49,1,107.52,107.52,107.52000000000031
C162096,2023-02-20,16,1,300.08,300.08,300.0800000000013
C162134,2023-02-10,26,1,1500.4,1500.4,1500.4000000000053
C162162,2023-01-24,43,1,1200.34,1200.34,1200.3399999999967
C162179,2023-03-05,3,1,1500.4,1500.4,1500.4000000000028
C162334,2023-01-07,60,1,300.08,300.08,300.0800000000013
C162352,2023-02-28,8,1,600.16,600.16,600.1600000000018
C162371,2023-01-31,36,1,35.84,35.84,35.84000000000007
C162405,2023-02-02,34,1,30.3,30.3,30.300000000000036
C162487,2023-02-04,32,1,10.46,10.46,10.46000000000003
C162526,2023-01-16,51,1,60.6,60.6,60.60000000000007
C162533,2023-01-15,52,1,107.52,107.52,107.52000000000031
C162578,2023-02-19,17,1,81.32,81.32,81.31999999999981
C162627,2023-01-09,58,1,5.23,5.23,5.230000000000015
C162647,2023-01-05,62,1,1800.51,1800.51,1800.5100000000011
C162711,2023-01-12,55,1,143.36,143.36,143.36000000000024
C162788,2023-02-10,26,1,300.08,300.08,300.0800000000013
C162882,2023-02-10,26,1,3000.85,3000.85,3000.85
C162891,2023-02-16,20,1,1200.32,1200.32,1200.3200000000056
C162894,2023-01-18,49,1,203.3,203.3,203.29999999999976
C162921,2023-02-23,13,1,35.84,35.84,35.84000000000007
C162937,2023-01-06,61,1,900.24,900.24,900.2399999999983
C162986,2023-01-30,37,1,4200.0,4200.0,4200.0
C162998,2023-02-08,28,1,11.73,11.73,11.730000000000016
C163096,2023-01-11,56,1,40.66,40.66,40.65999999999988
C163097,2023-02-19,17,1,203.3,203.3,203.29999999999976
C163173,2023-02-09,27,1,3150.0,3150.0,3150.0
C163211,2023-01-13,54,1,15.69,15.69,15.69000000000005
C163290,2023-01-28,39,1,900.24,900.24,900.2399999999983
C163297,2023-01-26,41,1,600.16,600.16,600.160000000002
C163301,2023-02-22,14,1,203.3,203.3,203.29999999999976
C163329,2023-02-23,13,1,600.16,600.16,600.160000000002
C163396,2023-01-11,56,1,300.08,300.08,300.0800000000013
C163422,2023-02-12,24,1,2400.68,2400.68,2400.6799999999944
C163432,2023-01-13,54,1,600.17,600.17,600.1699999999985
C163445,2023-02-18,18,1,15.69,15.69,15.69000000000005
C163476,2023-01-31,36,1,15.69,15.69,15.69000000000005
C163548,2023-01-23,44,1,11.73,11.73,11.730000000000016
C163580,2023-02-17,19,1,121.98,121.98,121.9799999999996
C163660,2023-01-30,37,1,20.92,20.92,20.92000000000006
C163683,2023-02-22,14,1,143.36,143.36,143.36000000000024
C163689,2023-01-13,54,1,10.46,10.46,10.46000000000003
C163699,2023-02-12,24,1,15.69,15.69,15.69000000000005
C163761,2023-01-16,51,1,35.19,35.19,35.19000000000005
C163799,2023-03-03,5,1,2100.0,2100.0,2100.0
C163850,2023-02-25,11,1,5250.0,5250.0,5250.0
C163853,2023-01-14,53,1,46.92,46.92,46.92000000000005
C163873,2023-02-06,30,1,162.64,162.64,162.63999999999956
C163895,2023-02-06,30,1,81.32,81.32,81.31999999999978
C163992,2023-02-26,10,1,1200.32,1200.32,1200.3200000000056
C164071,2023-01-08,59,1,1800.51,1800.51,1800.5100000000011
C164285,2023-01-06,61,1,203.3,203.3,203.29999999999976
C164315,2023-01-29,38,1,121.98,121.98,121.9799999999996
C164320,2023-02-14,22,1,26.15,26.15,26.15000000000005
C164421,2023-01-17,50,1,3150.0,3150.0,3150.0
C164456,2023-02-15,21,1,179.2,179.2,179.2000000000004
C164557,2023-01-29,38,1,4200.0,4200.0,4200.0
C164565,2023-01-11,56,1,81.32,81.32,81.31999999999978
C164656,2023-02-18,18,1,1200.32,1200.32,1200.3200000000056
C164698,2023-01-06,61,1,15.15,15.15,15.150000000000018
C164736,2023-02-08,28,1,23.46,23.46,23.460000000000033
C164762,2023-02-05,31,1,300.08,300.08,300.0800000000013
C164782,2023-03-03,5,1,300.08,300.08,300.0800000000012
C164815,2023-01-30,37,1,600.16,600.16,600.160000000002
C164833,2023-01-12,55,1,107.52,107.52,107.52000000000031
C164835,2023-01-01,66,1,107.52,107.52,107.52000000000031
C164883,2023-02-22,14,1,26.15,26.15,26.15000000000005
C164908,2023-02-14,22,1,600.16,600.16,600.160000000002
C164941,2023-01-29,38,1,1500.4,1500.4,1500.4000000000053
C165042,2023-02-27,9,1,600.17,600.17,600.1699999999985
C165044,2023-02-20,16,1,3150.0,3150.0,3150.0
C165060,2023-01-22,45,1,40.66,40.66,40.65999999999988
C165087,2023-03-07,1,1,10.46,10.46,10.46000000000003
C165177,2023-02-14,22,1,300.08,300.08,300.0800000000013
C165196,2023-01-23,44,1,143.36,143.36,143.36000000000024
C165290,2023-02-14,22,1,203.3,203.3,203.29999999999976
C165361,2023-01-09,58,1,75.75,75.75,75.75
C165494,2023-03-03,5,1,1500.4,1500.4,1500.4000000000033
C165504,2023-02-03,33,1,20.92,20.92,20.92000000000006
C165518,2023-02-02,34,1,2100.0,2100.0,2100.0
C165521,2023-01-31,36,1,40.66,40.66,40.65999999999988
C165585,2023-01-24,43,1,1200.32,1200.32,1200.3200000000056
C165661,2023-01-21,46,1,900.24,900.24,900.2399999999983
C165728,2023-02-17,19,1,107.52,107.52,107.52000000000031
C165746,2023-02-26,10,1,2100.0,2100.0,2100.0
C165751,2023-01-09,58,1,900.24,900.24,900.2399999999983
C165756,2023-02-13,23,1,900.24,900.24,900.2399999999983
C165773,2023-02-20,16,1,40.66,40.66,40.65999999999989
C165787,2023-02-18,18,1,900.24,900.24,900.2399999999984
C165788,2023-01-22,45,1,4200.0,4200.0,4200.0
C165789,2023-01-08,59,1,1200.32,1200.32,1200.3200000000056
C165831,2023-02-15,21,1,300.08,300.08,300.0800000000013
C165915,2023-03-01,7,1,10.46,10.46,10.46000000000003
C165931,2023-02-13,23,1,3000.85,3000.85,3000.85
C165952,2023-01-25,42,1,179.2,179.2,179.2000000000004
C165968,2023-01-10,57,1,900.24,900.24,900.2399999999983
C166014,2023-02-12,24,1,35.84,35.84,35.84000000000007
C166171,2023-02-11,25,1,300.08,300.08,300.0800000000013
C166202,2023-01-06,61,1,300.08,300.08,300.0800000000013
C166203,2023-02-24,12,1,203.3,203.3,203.29999999999976
C166231,2023-02-04,32,1,15.69,15.69,15.69000000000005
C166243,2023-01-27,40,1,3000.85,3000.85,3000.85
C166265,2023-01-23,44,1,2100.0,2100.0,2100.0
C166288,2023-02-09,27,1,900.24,900.24,900.2399999999983
C166322,2023-01-02,65,1,20.92,20.92,20.92000000000006
C166330,2023-03-01,7,1,203.3,203.3,203.29999999999976
C166335,2023-01-14,53,1,81.32,81.32,81.31999999999978
C166381,2023-01-18,49,1,1500.4,1500.4,1500.4000000000053
C166388,2023-01-18,49,1,75.75,75.75,75.75
C166466,2023-02-24,12,1,10.46,10.46,10.46000000000003
C166510,2023-01-28,39,1,900.24,900.24,900.2399999999983
C166539,2023-02-10,26,1,900.24,900.24,900.2399999999983
C166551,2023-02-03,33,1,1500.4,1500.4,1500.4000000000053
C166552,2023-02-22,14,1,1500.4,1500.4,1500.4000000000049
C166556,2023-01-08,59,1,11.73,11.73,11.730000000000016
C166809,2023-01-04,63,1,1200.32,1200.32,1200.3200000000056
C166820,2023-02-26,10,1,600.16,600.16,600.160000000002
C166828,2023-02-11,25,1,1500.4,1500.4,1500.4000000000053
C166895,2023-03-04,4,1,300.08,300.08,300.0800000000012
C166928,2023-01-14,53,1,600.16,600.16,600.160000000002
C166946,2023-02-09,27,1,121.98,121.98,121.9799999999996
C167016,2023-01-02,65,1,71.68,71.68,71.68000000000012
C167025,2023-02-03,33,1,300.08,300.08,300.0800000000013
C167037,2023-02-26,10,1,4200.0,4200.0,4200.0
C167055,2023-01-10,57,1,600.16,600.16,600.160000000002
C167068,2023-01-17,50,1,300.08,300.08,300.0800000000013
C167118,2023-02-04,32,1,1800.51,1800.51,1800.5100000000011
C167135,2023-02-27,9,1,3150.0,3150.0,3150.0
C167151,2023-02-11,25,1,900.24,900.24,900.2399999999983
C167183,2023-02-03,33,1,300.08,300.08,300.0800000000013
C167196,2023-02-18,18,1,900.24,900.24,900.2399999999984
C167209,2023-02-18,18,1,40.66,40.66,40.65999999999989
C167350,2023-01-29,38,1,1200.34,1200.34,1200.3399999999967
C167376,2023-01-04,63,1,900.24,900.24,900.2399999999983
C167423,2023-01-22,45,1,300.08,300.08,300.0800000000013
C167436,2023-01-04,63,1,40.66,40.66,40.65999999999988
C167454,2023-01-10,57,1,121.98,121.98,121.9799999999996
C167481,2023-01-07,60,1,900.24,900.24,900.2399999999983
C167505,2023-02-08,28,1,143.36,143.36,143.36000000000024
C167530,2023-02-28,8,1,900.24,900.24,900.2399999999985
C167540,2023-01-14,53,1,26.15,26.15,26.15000000000005
C167573,2023-01-06,61,1,20.92,20.92,20.92000000000006
C167673,2023-02-16,20,1,1200.32,1200.32,1200.3200000000056
C167705,2023-01-28,39,1,26.15,26.15,26.15000000000005
C167760,2023-03-07,1,1,300.08,300.08,300.0800000000009
C167779,2023-02-21,15,1,5250.0,5250.0,5250.0
C167830,2023-01-17,50,1,300.08,300.08,300.0800000000013
C167841,2023-02-06,30,1,5250.0,5250.0,5250.0
C167852,2023-02-20,16,1,900.24,900.24,900.2399999999985
C167878,2023-02-18,18,1,1500.4,1500.4,1500.4000000000049
C167923,2023-01-21,46,1,5.23,5.23,5.230000000000015
C168008,2023-02-28,8,1,162.64,162.64,162.63999999999962
C168013,2023-01-26,41,1,1200.32,1200.32,1200.3200000000056
C168059,2023-02-21,15,1,3150.0,3150.0,3150.0
C168071,2023-01-18,49,1,5.23,5.23,5.230000000000015
C168084,2023-02-04,32,1,10.46,10.46,10.46000000000003
C168190,2023-02-08,28,1,300.08,300.08,300.0800000000013
C168231,2023-02-02,34,1,203.3,203.3,203.29999999999976
C168236,2023-01-26,41,1,600.16,600.16,600.160000000002
C168263,2023-02-25,11,1,5250.0,5250.0,5250.0
C168274,2023-02-22,14,1,900.24,900.24,900.2399999999985
C168377,2023-02-23,13,1,45.45,45.45,45.44999999999991
C168406,2023-01-30,37,1,900.24,900.24,900.2399999999983
C168422,2023-01-27,40,1,15.69,15.69,15.69000000000005
C168448,2023-01-04,63,1,40.66,40.66,40.65999999999988
C168452,2023-01-21,46,1,40.66,40.66,40.65999999999988
C168568,2023-01-01,66,1,11.73,11.73,11.730000000000016
C168576,2023-01-30,37,1,5.23,5.23,5.230000000000015
C168585,2023-01-14,53,1,5250.0,5250.0,5250.0
C168741,2023-02-20,16,1,1500.4,1500.4,1500.4000000000049
C168758,2023-02-05,31,1,300.08,300.08,300.0800000000013
C168779,2023-01-27,40,1,300.08,300.08,300.0800000000013
C168871,2023-02-27,9,1,300.08,300.08,300.0800000000013
C168935,2023-03-04,4,1,121.98,121.98,121.97999999999962
C168937,2023-02-07,29,1,15.69,15.69,15.69000000000005
C168945,2023-01-31,36,1,1500.4,1500.4,1500.4000000000053
C169017,2023-03-01,7,1,900.24,900.24,900.2399999999985
C169024,2023-01-30,37,1,26.15,26.15,26.15000000000005
C169040,2023-01-15,52,1,1200.34,1200.34,1200.3399999999967
C169060,2023-01-16,51,1,81.32,81.32,81.31999999999978
C169061,2023-01-09,58,1,3000.85,3000.85,3000.85
C169064,2023-01-04,63,1,1200.32,1200.32,1200.3200000000056
C169130,2023-02-14,22,1,58.65,58.65,58.649999999999935
C169132,2023-01-29,38,1,300.08,300.08,300.0800000000013
C169168,2023-02-14,22,1,203.3,203.3,203.29999999999976
C169195,2023-01-19,48,1,121.98,121.98,121.9799999999996
C169209,2023-02-04,32,1,1500.4,1500.4,1500.4000000000053
C169229,2023-01-26,41,1,1200.32,1200.32,1200.3200000000056
C169288,2023-02-21,15,1,300.08,300.08,300.0800000000013
C169359,2023-01-29,38,1,300.08,300.08,300.0800000000013
C169370,2023-01-01,66,1,1500.4,1500.4,1500.4000000000053
C169371,2023-02-27,9,1,600.16,600.16,600.1600000000019
C169391,2023-01-16,51,1,2100.0,2100.0,2100.0
C169393,2023-01-25,42,1,23.46,23.46,23.460000000000033
C169485,2023-03-06,2,1,1200.34,1200.34,1200.3399999999967
C169507,2023-03-02,6,1,81.32,81.32,81.31999999999984
C169516,2023-01-07,60,1,1200.32,1200.32,1200.3200000000056
C169555,2023-01-10,57,1,15.15,15.15,15.150000000000018
C169656,2023-01-28,39,1,300.08,300.08,300.0800000000013
C169658,2023-01-15,52,1,600.16,600.16,600.160000000002
C169696,2023-02-06,30,1,600.16,600.16,600.160000000002
C169746,2023-02-16,20,1,1500.4,1500.4,1500.4000000000049
C169827,2023-03-01,7,1,121.98,121.98,121.9799999999996
C169870,2023-02-14,22,1,1500.4,1500.4,1500.4000000000053
C169880,2023-01-13,54,1,81.32,81.32,81.31999999999978
C169900,2023-01-09,58,1,121.98,121.98,121.9799999999996
C169903,2023-01-02,65,1,45.45,45.45,45.44999999999992
C169909,2023-03-08,0,1,900.24,900.24,900.2399999999999
C169940,2023-01-31,36,1,1200.32,1200.32,1200.3200000000056
C169955,2023-01-08,59,1,40.66,40.66,40.65999999999988
C169976,2023-01-31,36,1,900.24,900.24,900.2399999999983
C170000,2023-02-10,26,1,162.64,162.64,162.6399999999996
C170020,2023-03-05,3,1,300.08,300.08,300.08000000000106
C170055,2023-03-02,6,1,75.75,75.75,75.75
C170102,2023-02-24,12,1,162.64,162.64,162.6399999999996
C170124,2023-02-25,11,1,143.36,143.36,143.36000000000024
C170131,2023-02-19,17,1,900.24,900.24,900.2399999999984
C170192,2023-02-04,32,1,40.66,40.66,40.65999999999988
C170200,2023-01-31,36,1,30.3,30.3,30.300000000000036
C170206,2023-02-02,34,1,600.17,600.17,600.1699999999985
C170224,2023-02-21,15,1,40.66,40.66,40.65999999999989
C170281,2023-01-01,66,1,600.16,600.16,600.1600000000019
C170309,2023-01-29,38,1,121.98,121.98,121.9799999999996
C170314,2023-01-10,57,1,35.84,35.84,35.84000000000007
C170345,2023-01-15,52,1,900.24,900.24,900.2399999999983
C170386,2023-03-08,0,1,40.66,40.66,40.65999999999994
C170408,2023-01-11,56,1,600.16,600.16,600.160000000002
C170466,2023-01-04,63,1,20.92,20.92,20.92000000000006
C170491,2023-01-10,57,1,1200.32,1200.32,1200.3200000000056
C170508,2023-03-03,5,1,81.32,81.32,81.31999999999984
C170544,2023-02-09,27,1,1200.32,1200.32,1200.3200000000056
C170560,2023-01-29,38,1,203.3,203.3,203.29999999999976
C170645,2023-01-01,66,1,15.69,15.69,15.69000000000005
C170681,2023-01-23,44,1,1200.32,1200.32,1200.3200000000056
C170726,2023-02-05,31,1,2400.68,2400.68,2400.6799999999944
C170837,2023-01-16,51,1,1800.51,1800.51,1800.5100000000011
C170858,2023-02-10,26,1,1050.0,1050.0,1050.0
C170900,2023-01-18,49,1,121.98,121.98,121.9799999999996
C170935,2023-02-10,26,1,300.08,300.08,300.0800000000013
C171022,2023-02-15,21,1,1500.4,1500.4,1500.4000000000049
C171023,2023-01-24,43,1,46.92,46.92,46.92000000000005
