customer_id,invoice_date,Recency,Frequency,AOV,LVT,Predicted_LTV,LTV_Segment
C190086,2023-03-07,1,1,71.68,71.68,71.68000000000012,Low
C190092,2023-01-25,42,1,203.3,203.3,203.29999999999976,Low
C190173,2023-02-23,13,1,300.08,300.08,300.0800000000013,Low
C190179,2023-01-16,51,1,300.08,300.08,300.0800000000013,Low
C190182,2023-03-02,6,1,1050.0,1050.0,1050.0,High
C190195,2023-01-27,40,1,35.19,35.19,35.19000000000005,Low
C190218,2023-02-17,19,1,30.3,30.3,30.300000000000036,Low
C190278,2023-03-06,2,1,2100.0,2100.0,2100.0,High
C190371,2023-01-25,42,1,1200.32,1200.32,1200.3200000000056,High
C190388,2023-01-11,56,1,1800.51,1800.51,1800.5100000000011,High
C190390,2023-03-08,0,1,1200.34,1200.34,1200.3399999999967,High
C190449,2023-01-03,64,1,203.3,203.3,203.29999999999976,Low
C190451,2023-01-14,53,1,162.64,162.64,162.63999999999956,Low
C190455,2023-02-11,25,1,900.24,900.24,900.2399999999983,Medium
C190565,2023-01-19,48,1,40.66,40.66,40.65999999999988,Low
C190574,2023-01-09,58,1,71.68,71.68,71.68000000000012,Low
C190578,2023-03-02,6,1,300.08,300.08,300.08000000000123,Low
C190591,2023-01-02,65,1,143.36,143.36,143.36000000000024,Low
C190629,2023-01-30,37,1,600.16,600.16,600.160000000002,Medium
C190681,2023-02-11,25,1,900.24,900.24,900.2399999999983,Medium
C190715,2023-01-03,64,1,2400.68,2400.68,2400.6799999999944,High
C190753,2023-02-24,12,1,1500.4,1500.4,1500.4000000000049,High
C190836,2023-02-16,20,1,15.15,15.15,15.150000000000018,Low
C190844,2023-02-04,32,1,1500.4,1500.4,1500.4000000000053,High
C190913,2023-01-03,64,1,23.46,23.46,23.460000000000033,Low
C190916,2023-03-04,4,1,15.69,15.69,15.69000000000005,Low
C190936,2023-01-07,60,1,2400.68,2400.68,2400.6799999999944,High
C191015,2023-03-04,4,1,40.66,40.66,40.65999999999991,Low
C191027,2023-02-22,14,1,300.08,300.08,300.0800000000013,Low
C191083,2023-01-07,60,1,1500.4,1500.4,1500.4000000000053,High
C191120,2023-01-20,47,1,900.24,900.24,900.2399999999983,Medium
C191200,2023-02-27,9,1,20.92,20.92,20.92000000000006,Low
C191253,2023-01-31,36,1,23.46,23.46,23.460000000000033,Low
C191261,2023-02-26,10,1,10.46,10.46,10.46000000000003,Low
C191265,2023-03-06,2,1,1200.34,1200.34,1200.3399999999967,High
C191315,2023-02-23,13,1,23.46,23.46,23.460000000000033,Low
C191318,2023-02-07,29,1,600.16,600.16,600.160000000002,Medium
C191374,2023-01-20,47,1,203.3,203.3,203.29999999999976,Low
C191394,2023-01-28,39,1,40.66,40.66,40.65999999999988,Low
C191427,2023-02-22,14,1,1500.4,1500.4,1500.4000000000049,High
C191441,2023-02-06,30,1,300.08,300.08,300.0800000000013,Low
C191473,2023-01-31,36,1,600.16,600.16,600.160000000002,Medium
C191492,2023-02-08,28,1,40.66,40.66,40.65999999999988,Low
C191511,2023-01-17,50,1,143.36,143.36,143.36000000000024,Low
C191517,2023-02-02,34,1,1800.51,1800.51,1800.5100000000011,High
C191558,2023-01-13,54,1,15.69,15.69,15.69000000000005,Low
C191576,2023-03-03,5,1,10.46,10.46,10.46000000000003,Low
C191585,2023-03-06,2,1,5.23,5.23,5.230000000000015,Low
C191606,2023-02-12,24,1,40.66,40.66,40.65999999999988,Low
C191662,2023-01-24,43,1,71.68,71.68,71.68000000000012,Low
C191674,2023-01-13,54,1,300.08,300.08,300.0800000000013,Low
C191720,2023-01-07,60,1,2400.68,2400.68,2400.6799999999944,High
C191883,2023-02-27,9,1,900.24,900.24,900.2399999999985,Medium
C191911,2023-02-26,10,1,15.69,15.69,15.69000000000005,Low
C191931,2023-02-07,29,1,107.52,107.52,107.52000000000031,Low
C192003,2023-03-01,7,1,900.24,900.24,900.2399999999985,Medium
C192014,2023-01-05,62,1,46.92,46.92,46.92000000000005,Low
C192022,2023-01-27,40,1,143.36,143.36,143.36000000000024,Low
C192044,2023-01-14,53,1,20.92,20.92,20.92000000000006,Low
C192050,2023-01-13,54,1,121.98,121.98,121.9799999999996,Low
C192063,2023-02-04,32,1,46.92,46.92,46.92000000000005,Low
C192088,2023-01-30,37,1,3000.85,3000.85,3000.85,High
C192121,2023-02-28,8,1,121.98,121.98,121.9799999999996,Low
C192122,2023-02-16,20,1,600.16,600.16,600.160000000002,Medium
C192180,2023-01-17,50,1,900.24,900.24,900.2399999999983,Medium
C192247,2023-01-23,44,1,26.15,26.15,26.15000000000005,Low
C192338,2023-01-19,48,1,300.08,300.08,300.0800000000013,Low
C192364,2023-02-22,14,1,5.23,5.23,5.230000000000015,Low
C192403,2023-02-07,29,1,15.69,15.69,15.69000000000005,Low
C192408,2023-02-01,35,1,3000.85,3000.85,3000.85,High
C192462,2023-03-07,1,1,300.08,300.08,300.0800000000009,Low
C192526,2023-02-06,30,1,203.3,203.3,203.29999999999976,Low
C192555,2023-02-11,25,1,600.16,600.16,600.160000000002,Medium
C192610,2023-02-24,12,1,162.64,162.64,162.6399999999996,Low
C192746,2023-01-26,41,1,20.92,20.92,20.92000000000006,Low
C192765,2023-01-21,46,1,26.15,26.15,26.15000000000005,Low
C192810,2023-01-01,66,1,143.36,143.36,143.36000000000024,Low
C192815,2023-02-10,26,1,2400.68,2400.68,2400.6799999999944,High
C192824,2023-01-08,59,1,35.84,35.84,35.84000000000007,Low
C192825,2023-01-29,38,1,10.46,10.46,10.46000000000003,Low
C192881,2023-02-22,14,1,2400.68,2400.68,2400.6799999999944,High
C192969,2023-02-20,16,1,900.24,900.24,900.2399999999985,Medium
C192973,2023-01-21,46,1,1500.4,1500.4,1500.4000000000053,High
C192992,2023-01-12,55,1,1200.32,1200.32,1200.3200000000056,High
C193020,2023-01-31,36,1,1200.32,1200.32,1200.3200000000056,High
C193043,2023-02-24,12,1,20.92,20.92,20.92000000000006,Low
C193048,2023-01-24,43,1,10.46,10.46,10.46000000000003,Low
C193056,2023-02-21,15,1,600.16,600.16,600.160000000002,Medium
C193101,2023-01-30,37,1,26.15,26.15,26.15000000000005,Low
C193117,2023-02-18,18,1,1500.4,1500.4,1500.4000000000049,High
C193214,2023-02-23,13,1,35.84,35.84,35.84000000000007,Low
C193221,2023-02-24,12,1,10.46,10.46,10.46000000000003,Low
C193268,2023-02-16,20,1,107.52,107.52,107.52000000000031,Low
C193323,2023-01-08,59,1,1500.4,1500.4,1500.4000000000053,High
C193332,2023-01-02,65,1,3150.0,3150.0,3150.0,High
C193352,2023-01-18,49,1,81.32,81.32,81.31999999999978,Low
C193427,2023-02-03,33,1,300.08,300.08,300.0800000000013,Low
C193436,2023-01-01,66,1,4200.0,4200.0,4200.0,High
C193562,2023-02-28,8,1,30.3,30.3,30.300000000000036,Low
C193644,2023-01-11,56,1,121.98,121.98,121.9799999999996,Low
C193666,2023-01-06,61,1,40.66,40.66,40.65999999999988,Low
C193677,2023-01-20,47,1,900.24,900.24,900.2399999999983,Medium
C193679,2023-01-20,47,1,3000.85,3000.85,3000.85,High
C193699,2023-01-07,60,1,1500.4,1500.4,1500.4000000000053,High
C193821,2023-03-07,1,1,5.23,5.23,5.230000000000015,Low
C193888,2023-01-07,60,1,107.52,107.52,107.52000000000031,Low
C193926,2023-01-21,46,1,26.15,26.15,26.15000000000005,Low
C193977,2023-02-06,30,1,1200.34,1200.34,1200.3399999999967,High
C194025,2023-01-04,63,1,162.64,162.64,162.63999999999956,Low
C194061,2023-02-06,30,1,900.24,900.24,900.2399999999983,Medium
C194090,2023-03-07,1,1,600.16,600.16,600.1600000000018,Medium
C194102,2023-02-15,21,1,107.52,107.52,107.52000000000031,Low
C194209,2023-02-13,23,1,1500.4,1500.4,1500.4000000000053,High
C194239,2023-01-19,48,1,23.46,23.46,23.460000000000033,Low
C194241,2023-02-03,33,1,58.65,58.65,58.649999999999935,Low
C194270,2023-01-21,46,1,60.6,60.6,60.60000000000007,Low
C194293,2023-02-12,24,1,2400.68,2400.68,2400.6799999999944,High
C194339,2023-01-01,66,1,60.6,60.6,60.60000000000007,Low
C194405,2023-02-24,12,1,600.16,600.16,600.160000000002,Medium
C194406,2023-01-12,55,1,600.16,600.16,600.160000000002,Medium
C194507,2023-02-28,8,1,1200.34,1200.34,1200.3399999999967,High
C194518,2023-03-07,1,1,1500.4,1500.4,1500.4000000000015,High
C194527,2023-02-22,14,1,300.08,300.08,300.0800000000013,Low
C194532,2023-02-13,23,1,11.73,11.73,11.730000000000016,Low
C194544,2023-01-08,59,1,35.84,35.84,35.84000000000007,Low
C194569,2023-01-12,55,1,179.2,179.2,179.2000000000004,Low
C194572,2023-01-16,51,1,1200.32,1200.32,1200.3200000000056,High
C194594,2023-03-05,3,1,71.68,71.68,71.68000000000012,Low
C194729,2023-01-24,43,1,10.46,10.46,10.46000000000003,Low
C194754,2023-02-16,20,1,40.66,40.66,40.65999999999988,Low
C194806,2023-01-19,48,1,900.24,900.24,900.2399999999983,Medium
C194858,2023-02-22,14,1,1800.51,1800.51,1800.5100000000011,High
C194879,2023-02-19,17,1,40.66,40.66,40.65999999999989,Low
C194912,2023-01-16,51,1,2100.0,2100.0,2100.0,High
C194935,2023-02-01,35,1,1500.4,1500.4,1500.4000000000053,High
C194943,2023-02-25,11,1,1200.32,1200.32,1200.3200000000056,High
C194958,2023-01-17,50,1,45.45,45.45,45.44999999999992,Low
C195043,2023-02-01,35,1,162.64,162.64,162.63999999999956,Low
C195114,2023-02-07,29,1,15.15,15.15,15.150000000000018,Low
C195192,2023-01-17,50,1,23.46,23.46,23.460000000000033,Low
C195222,2023-02-28,8,1,121.98,121.98,121.9799999999996,Low
C195366,2023-01-07,60,1,600.17,600.17,600.1699999999985,Medium
C195409,2023-01-20,47,1,300.08,300.08,300.0800000000013,Low
C195530,2023-01-25,42,1,15.69,15.69,15.69000000000005,Low
C195794,2023-01-14,53,1,1500.4,1500.4,1500.4000000000053,High
C195855,2023-01-27,40,1,203.3,203.3,203.29999999999976,Low
C195899,2023-01-23,44,1,75.75,75.75,75.75,Low
C195922,2023-03-04,4,1,40.66,40.66,40.65999999999991,Low
C195930,2023-01-06,61,1,121.98,121.98,121.9799999999996,Low
C195959,2023-01-03,64,1,26.15,26.15,26.15000000000005,Low
C196009,2023-01-01,66,1,107.52,107.52,107.52000000000031,Low
C196094,2023-03-07,1,1,107.52,107.52,107.52000000000031,Low
C196149,2023-02-03,33,1,40.66,40.66,40.65999999999988,Low
C196194,2023-01-23,44,1,1200.32,1200.32,1200.3200000000056,High
C196269,2023-01-19,48,1,10.46,10.46,10.46000000000003,Low
C196414,2023-01-13,54,1,2400.68,2400.68,2400.6799999999944,High
C196445,2023-01-21,46,1,81.32,81.32,81.31999999999978,Low
C196452,2023-02-16,20,1,179.2,179.2,179.2000000000004,Low
C196479,2023-02-13,23,1,2400.68,2400.68,2400.6799999999944,High
C196507,2023-02-02,34,1,11.73,11.73,11.730000000000016,Low
C196547,2023-01-06,61,1,71.68,71.68,71.68000000000012,Low
C196601,2023-02-12,24,1,1200.32,1200.32,1200.3200000000056,High
C196633,2023-01-04,63,1,10.46,10.46,10.46000000000003,Low
C196680,2023-02-04,32,1,1200.32,1200.32,1200.3200000000056,High
C196763,2023-03-04,4,1,1200.32,1200.32,1200.3200000000056,High
C196779,2023-03-08,0,1,107.52,107.52,107.52000000000031,Low
C196804,2023-01-12,55,1,1500.4,1500.4,1500.4000000000053,High
C196836,2023-02-13,23,1,1200.32,1200.32,1200.3200000000056,High
C196845,2023-03-07,1,1,143.36,143.36,143.36000000000024,Low
C196885,2023-02-19,17,1,143.36,143.36,143.36000000000024,Low
C196894,2023-01-30,37,1,1200.32,1200.32,1200.3200000000056,High
C196970,2023-03-08,0,1,20.92,20.92,20.92000000000006,Low
C197040,2023-01-17,50,1,300.08,300.08,300.0800000000013,Low
C197043,2023-02-12,24,1,203.3,203.3,203.29999999999976,Low
C197047,2023-01-17,50,1,35.84,35.84,35.84000000000007,Low
C197094,2023-01-09,58,1,203.3,203.3,203.29999999999976,Low
C197122,2023-02-27,9,1,1500.4,1500.4,1500.4000000000044,High
C197173,2023-01-08,59,1,35.84,35.84,35.84000000000007,Low
C197303,2023-02-13,23,1,1200.34,1200.34,1200.3399999999967,High
C197371,2023-03-08,0,1,121.98,121.98,121.97999999999963,Low
C197383,2023-01-28,39,1,3150.0,3150.0,3150.0,High
C197406,2023-02-04,32,1,71.68,71.68,71.68000000000012,Low
C197522,2023-01-17,50,1,162.64,162.64,162.63999999999956,Low
C197620,2023-02-23,13,1,20.92,20.92,20.92000000000006,Low
C197660,2023-02-26,10,1,203.3,203.3,203.29999999999976,Low
C197721,2023-02-25,11,1,35.84,35.84,35.84000000000007,Low
C197830,2023-03-04,4,1,300.08,300.08,300.0800000000012,Low
C197854,2023-02-19,17,1,40.66,40.66,40.65999999999989,Low
C197871,2023-02-22,14,1,5.23,5.23,5.230000000000015,Low
C197909,2023-02-24,12,1,40.66,40.66,40.65999999999989,Low
C197913,2023-01-08,59,1,81.32,81.32,81.31999999999978,Low
C197954,2023-01-08,59,1,300.08,300.08,300.0800000000013,Low
C198058,2023-01-26,41,1,1500.4,1500.4,1500.4000000000053,High
C198062,2023-01-09,58,1,121.98,121.98,121.9799999999996,Low
C198069,2023-01-16,51,1,1200.32,1200.32,1200.3200000000056,High
C198082,2023-03-02,6,1,3000.85,3000.85,3000.85,High
C198092,2023-02-12,24,1,71.68,71.68,71.68000000000012,Low
C198096,2023-01-03,64,1,15.69,15.69,15.69000000000005,Low
C198161,2023-02-20,16,1,162.64,162.64,162.6399999999996,Low
C198183,2023-02-21,15,1,58.65,58.65,58.649999999999935,Low
C198190,2023-03-01,7,1,203.3,203.3,203.29999999999976,Low
C198196,2023-02-12,24,1,2100.0,2100.0,2100.0,High
C198202,2023-01-21,46,1,900.24,900.24,900.2399999999983,Medium
C198272,2023-02-17,19,1,121.98,121.98,121.9799999999996,Low
C198287,2023-03-02,6,1,1500.4,1500.4,1500.4000000000035,High
C198288,2023-02-06,30,1,45.45,45.45,45.44999999999991,Low
C198337,2023-02-06,30,1,81.32,81.32,81.31999999999978,Low
C198354,2023-02-02,34,1,600.16,600.16,600.160000000002,Medium
C198374,2023-02-01,35,1,35.84,35.84,35.84000000000007,Low
C198502,2023-01-09,58,1,1500.4,1500.4,1500.4000000000053,High
C198534,2023-03-08,0,1,1800.51,1800.51,1800.5100000000011,High
C198549,2023-01-07,60,1,26.15,26.15,26.15000000000005,Low
C198601,2023-01-16,51,1,81.32,81.32,81.31999999999978,Low
C198664,2023-02-01,35,1,203.3,203.3,203.29999999999976,Low
C198693,2023-02-01,35,1,900.24,900.24,900.2399999999983,Medium
C198778,2023-02-28,8,1,900.24,900.24,900.2399999999985,Medium
C198926,2023-02-27,9,1,4200.0,4200.0,4200.0,High
C198968,2023-02-20,16,1,900.24,900.24,900.2399999999985,Medium
C198969,2023-02-10,26,1,3000.85,3000.85,3000.85,High
C198981,2023-02-09,27,1,900.24,900.24,900.2399999999983,Medium
C199002,2023-01-13,54,1,121.98,121.98,121.9799999999996,Low
C199005,2023-01-30,37,1,900.24,900.24,900.2399999999983,Medium
C199109,2023-01-30,37,1,75.75,75.75,75.75,Low
C199118,2023-01-13,54,1,75.75,75.75,75.75,Low
C199131,2023-01-24,43,1,23.46,23.46,23.460000000000033,Low
C199134,2023-02-27,9,1,300.08,300.08,300.0800000000013,Low
C199156,2023-01-06,61,1,71.68,71.68,71.68000000000012,Low
C199178,2023-01-28,39,1,300.08,300.08,300.0800000000013,Low
C199250,2023-01-24,43,1,162.64,162.64,162.63999999999956,Low
C199411,2023-03-01,7,1,1200.32,1200.32,1200.3200000000056,High
C199441,2023-02-27,9,1,1500.4,1500.4,1500.4000000000044,High
C199460,2023-02-12,24,1,1500.4,1500.4,1500.4000000000053,High
C199466,2023-01-02,65,1,600.17,600.17,600.1699999999985,Medium
C199469,2023-02-02,34,1,45.45,45.45,45.44999999999992,Low
C199488,2023-01-03,64,1,600.17,600.17,600.1699999999985,Medium
C199527,2023-02-09,27,1,26.15,26.15,26.15000000000005,Low
C199561,2023-01-14,53,1,40.66,40.66,40.65999999999988,Low
C199573,2023-02-27,9,1,5250.0,5250.0,5250.0,High
C199611,2023-01-04,63,1,600.16,600.16,600.160000000002,Medium
C199708,2023-01-10,57,1,162.64,162.64,162.63999999999956,Low
C199730,2023-01-20,47,1,1200.32,1200.32,1200.3200000000056,High
C199842,2023-02-09,27,1,20.92,20.92,20.92000000000006,Low
C199856,2023-01-21,46,1,900.24,900.24,900.2399999999983,Medium
C199859,2023-02-14,22,1,10.46,10.46,10.46000000000003,Low
C199876,2023-01-03,64,1,121.98,121.98,121.9799999999996,Low
C199888,2023-01-02,65,1,1500.4,1500.4,1500.4000000000053,High
C199902,2023-01-19,48,1,10.46,10.46,10.46000000000003,Low
C199953,2023-01-07,60,1,600.16,600.16,600.160000000002,Medium
C199957,2023-02-17,19,1,45.45,45.45,45.44999999999991,Low
C199969,2023-02-24,12,1,26.15,26.15,26.15000000000005,Low
C199976,2023-01-10,57,1,179.2,179.2,179.2000000000004,Low
C200038,2023-01-11,56,1,600.17,600.17,600.1699999999985,Medium
C200097,2023-01-24,43,1,107.52,107.52,107.52000000000031,Low
C200134,2023-03-05,3,1,1200.32,1200.32,1200.3200000000054,High
C200135,2023-02-05,31,1,1500.4,1500.4,1500.4000000000053,High
C200146,2023-01-10,57,1,1200.32,1200.32,1200.3200000000056,High
C200218,2023-02-27,9,1,179.2,179.2,179.2000000000004,Low
C200220,2023-02-24,12,1,1500.4,1500.4,1500.4000000000049,High
C200229,2023-03-07,1,1,20.92,20.92,20.92000000000006,Low
C200291,2023-02-15,21,1,20.92,20.92,20.92000000000006,Low
C200317,2023-01-23,44,1,900.24,900.24,900.2399999999983,Medium
C200321,2023-01-25,42,1,162.64,162.64,162.63999999999956,Low
C200329,2023-01-26,41,1,162.64,162.64,162.63999999999956,Low
C200349,2023-01-29,38,1,162.64,162.64,162.63999999999956,Low
C200402,2023-01-04,63,1,600.16,600.16,600.160000000002,Medium
C200441,2023-01-18,49,1,81.32,81.32,81.31999999999978,Low
C200462,2023-01-27,40,1,121.98,121.98,121.9799999999996,Low
C200528,2023-02-27,9,1,10.46,10.46,10.46000000000003,Low
C200531,2023-01-12,55,1,26.15,26.15,26.15000000000005,Low
C200594,2023-01-14,53,1,1200.32,1200.32,1200.3200000000056,High
C200634,2023-02-11,25,1,10.46,10.46,10.46000000000003,Low
C200693,2023-02-14,22,1,600.16,600.16,600.160000000002,Medium
C200714,2023-03-02,6,1,900.24,900.24,900.2399999999985,Medium
C200772,2023-02-24,12,1,1050.0,1050.0,1050.0,High
C200886,2023-02-22,14,1,900.24,900.24,900.2399999999985,Medium
C200966,2023-01-05,62,1,203.3,203.3,203.29999999999976,Low
C200986,2023-02-04,32,1,1200.32,1200.32,1200.3200000000056,High
C200990,2023-01-03,64,1,1500.4,1500.4,1500.4000000000053,High
C201042,2023-02-09,27,1,300.08,300.08,300.0800000000013,Low
C201043,2023-02-28,8,1,1500.4,1500.4,1500.4000000000042,High
C201050,2023-01-21,46,1,1200.32,1200.32,1200.3200000000056,High
C201056,2023-01-07,60,1,121.98,121.98,121.9799999999996,Low
C201162,2023-02-09,27,1,1500.4,1500.4,1500.4000000000053,High
C201198,2023-02-22,14,1,5250.0,5250.0,5250.0,High
C201221,2023-01-23,44,1,1500.4,1500.4,1500.4000000000053,High
C201303,2023-01-27,40,1,15.69,15.69,15.69000000000005,Low
C201324,2023-02-02,34,1,58.65,58.65,58.649999999999935,Low
C201379,2023-03-01,7,1,203.3,203.3,203.29999999999976,Low
C201393,2023-01-15,52,1,203.3,203.3,203.29999999999976,Low
C201431,2023-02-14,22,1,20.92,20.92,20.92000000000006,Low
C201441,2023-01-02,65,1,1200.32,1200.32,1200.3200000000056,High
C201459,2023-02-13,23,1,1500.4,1500.4,1500.4000000000053,High
C201513,2023-02-09,27,1,107.52,107.52,107.52000000000031,Low
C201553,2023-02-26,10,1,11.73,11.73,11.730000000000016,Low
C201575,2023-03-04,4,1,162.64,162.64,162.63999999999965,Low
C201605,2023-02-07,29,1,121.98,121.98,121.9799999999996,Low
C201648,2023-02-08,28,1,26.15,26.15,26.15000000000005,Low
C201651,2023-01-25,42,1,600.16,600.16,600.160000000002,Medium
C201669,2023-01-27,40,1,600.16,600.16,600.160000000002,Medium
C201785,2023-03-02,6,1,10.46,10.46,10.46000000000003,Low
C201789,2023-01-04,63,1,600.16,600.16,600.160000000002,Medium
C201876,2023-02-19,17,1,1500.4,1500.4,1500.4000000000049,High
C201943,2023-02-14,22,1,900.24,900.24,900.2399999999983,Medium
C201951,2023-02-09,27,1,46.92,46.92,46.92000000000005,Low
C201956,2023-02-02,34,1,143.36,143.36,143.36000000000024,Low
C201972,2023-01-03,64,1,900.24,900.24,900.2399999999983,Medium
C201983,2023-01-23,44,1,40.66,40.66,40.65999999999988,Low
C202010,2023-02-04,32,1,1800.51,1800.51,1800.5100000000011,High
C202069,2023-01-18,49,1,15.15,15.15,15.150000000000018,Low
C202099,2023-02-10,26,1,3000.85,3000.85,3000.85,High
C202111,2023-02-20,16,1,600.16,600.16,600.160000000002,Medium
C202147,2023-01-11,56,1,143.36,143.36,143.36000000000024,Low
C202163,2023-02-19,17,1,600.16,600.16,600.160000000002,Medium
C202179,2023-01-18,49,1,1500.4,1500.4,1500.4000000000053,High
C202211,2023-01-16,51,1,600.16,600.16,600.160000000002,Medium
C202237,2023-02-19,17,1,23.46,23.46,23.460000000000033,Low
C202247,2023-02-08,28,1,5250.0,5250.0,5250.0,High
C202260,2023-01-05,62,1,107.52,107.52,107.52000000000031,Low
C202265,2023-01-05,62,1,35.84,35.84,35.84000000000007,Low
C202302,2023-02-23,13,1,600.16,600.16,600.160000000002,Medium
C202324,2023-03-05,3,1,3000.85,3000.85,3000.8500000000004,High
C202411,2023-02-21,15,1,300.08,300.08,300.0800000000013,Low
C202413,2023-01-03,64,1,300.08,300.08,300.0800000000013,Low
C202430,2023-01-14,53,1,203.3,203.3,203.29999999999976,Low
C202440,2023-01-28,39,1,75.75,75.75,75.75,Low
C202546,2023-02-06,30,1,2400.68,2400.68,2400.6799999999944,High
C202577,2023-01-13,54,1,300.08,300.08,300.0800000000013,Low
C202604,2023-02-27,9,1,121.98,121.98,121.9799999999996,Low
C202619,2023-02-08,28,1,3150.0,3150.0,3150.0,High
C202670,2023-02-24,12,1,4200.0,4200.0,4200.0,High
C202683,2023-01-10,57,1,300.08,300.08,300.0800000000013,Low
C202707,2023-01-14,53,1,26.15,26.15,26.15000000000005,Low
C202744,2023-01-08,59,1,5.23,5.23,5.230000000000015,Low
C202771,2023-01-06,61,1,900.24,900.24,900.2399999999983,Medium
C202994,2023-03-01,7,1,600.16,600.16,600.1600000000018,Medium
C203014,2023-03-08,0,1,1500.4,1500.4,1500.4000000000005,High
C203016,2023-02-07,29,1,26.15,26.15,26.15000000000005,Low
C203037,2023-02-05,31,1,1200.32,1200.32,1200.3200000000056,High
C203042,2023-02-01,35,1,179.2,179.2,179.2000000000004,Low
C203075,2023-03-05,3,1,1200.34,1200.34,1200.3399999999967,High
C203098,2023-03-03,5,1,300.08,300.08,300.0800000000012,Low
C203111,2023-01-24,43,1,121.98,121.98,121.9799999999996,Low
C203112,2023-03-08,0,1,30.3,30.3,30.300000000000036,Low
C203127,2023-01-22,45,1,40.66,40.66,40.65999999999988,Low
C203132,2023-02-27,9,1,75.75,75.75,75.75,Low
C203139,2023-02-24,12,1,15.69,15.69,15.69000000000005,Low
C203206,2023-02-25,11,1,1200.32,1200.32,1200.3200000000056,High
C203266,2023-01-31,36,1,300.08,300.08,300.0800000000013,Low
C203351,2023-02-18,18,1,5.23,5.23,5.230000000000015,Low
C203390,2023-01-08,59,1,35.84,35.84,35.84000000000007,Low
C203413,2023-01-06,61,1,1200.32,1200.32,1200.3200000000056,High
C203482,2023-02-17,19,1,1800.51,1800.51,1800.5100000000011,High
C203526,2023-01-07,60,1,10.46,10.46,10.46000000000003,Low
C203624,2023-01-24,43,1,5.23,5.23,5.230000000000015,Low
C203641,2023-02-02,34,1,2100.0,2100.0,2100.0,High
C203676,2023-01-05,62,1,600.17,600.17,600.1699999999985,Medium
C203766,2023-01-28,39,1,1050.0,1050.0,1050.0,High
C203807,2023-02-18,18,1,30.3,30.3,30.300000000000036,Low
C203822,2023-01-28,39,1,900.24,900.24,900.2399999999983,Medium
C203841,2023-01-25,42,1,81.32,81.32,81.31999999999978,Low
C203868,2023-02-12,24,1,20.92,20.92,20.92000000000006,Low
C203948,2023-02-09,27,1,900.24,900.24,900.2399999999983,Medium
C203973,2023-01-24,43,1,58.65,58.65,58.649999999999935,Low
C203994,2023-01-26,41,1,30.3,30.3,30.300000000000036,Low
C204001,2023-02-25,11,1,179.2,179.2,179.2000000000004,Low
C204007,2023-01-01,66,1,1500.4,1500.4,1500.4000000000053,High
C204031,2023-01-31,36,1,81.32,81.32,81.31999999999978,Low
C204053,2023-02-16,20,1,300.08,300.08,300.0800000000013,Low
C204116,2023-02-16,20,1,1200.32,1200.32,1200.3200000000056,High
C204123,2023-01-08,59,1,1200.32,1200.32,1200.3200000000056,High
C204163,2023-01-17,50,1,600.17,600.17,600.1699999999985,Medium
C204181,2023-02-16,20,1,600.17,600.17,600.1699999999985,Medium
C204183,2023-02-06,30,1,600.16,600.16,600.160000000002,Medium
C204192,2023-02-12,24,1,2100.0,2100.0,2100.0,High
C204211,2023-01-10,57,1,1800.51,1800.51,1800.5100000000011,High
C204277,2023-02-11,25,1,81.32,81.32,81.3199999999998,Low
C204299,2023-02-14,22,1,179.2,179.2,179.2000000000004,Low
C204309,2023-01-27,40,1,300.08,300.08,300.0800000000013,Low
C204325,2023-02-10,26,1,1200.32,1200.32,1200.3200000000056,High
C204353,2023-01-22,45,1,5.23,5.23,5.230000000000015,Low
C204362,2023-01-28,39,1,10.46,10.46,10.46000000000003,Low
C204395,2023-02-15,21,1,600.16,600.16,600.160000000002,Medium
C204402,2023-01-04,63,1,10.46,10.46,10.46000000000003,Low
C204471,2023-02-18,18,1,71.68,71.68,71.68000000000012,Low
C204497,2023-02-28,8,1,15.69,15.69,15.69000000000005,Low
C204505,2023-02-03,33,1,900.24,900.24,900.2399999999983,Medium
C204517,2023-02-01,35,1,35.19,35.19,35.19000000000005,Low
C204657,2023-01-30,37,1,1500.4,1500.4,1500.4000000000053,High
C204687,2023-01-12,55,1,162.64,162.64,162.63999999999956,Low
C204732,2023-02-06,30,1,2400.68,2400.68,2400.6799999999944,High
C204836,2023-02-19,17,1,5.23,5.23,5.230000000000015,Low
C204869,2023-02-19,17,1,1200.32,1200.32,1200.3200000000056,High
C204955,2023-01-29,38,1,600.16,600.16,600.160000000002,Medium
C205044,2023-02-24,12,1,900.24,900.24,900.2399999999985,Medium
C205056,2023-02-19,17,1,600.16,600.16,600.160000000002,Medium
C205204,2023-01-28,39,1,40.66,40.66,40.65999999999988,Low
C205210,2023-01-30,37,1,1800.51,1800.51,1800.5100000000011,High
C205214,2023-02-15,21,1,600.16,600.16,600.160000000002,Medium
C205272,2023-03-08,0,1,600.16,600.16,600.1600000000018,Medium
C205287,2023-03-03,5,1,1200.32,1200.32,1200.3200000000056,High
C205293,2023-02-18,18,1,900.24,900.24,900.2399999999984,Medium
C205301,2023-03-08,0,1,4200.0,4200.0,4200.0,High
C205317,2023-03-05,3,1,900.24,900.24,900.2399999999986,Medium
C205319,2023-03-06,2,1,900.24,900.24,900.2399999999989,Medium
C205385,2023-03-08,0,1,23.46,23.46,23.460000000000033,Low
C205500,2023-01-13,54,1,162.64,162.64,162.63999999999956,Low
